Group G-1:,,,,
==================================================,,,,
,,,,
Team 1,,,,
--------------------------------------------------,,,,
1. 5002, Aarav Singh, CCDS, Male,4.02
3. 1867, Vikram Nair, MAE, Male,4.25
4. 5673, Xing Li, SSS, Female,4.03
5. 4807, Yuna Lee, SoH, Female,4.1
,,,,
Group G-42:,,,,
==================================================,,,,
,,,,
Team 411,,,,
--------------------------------------------------,,,,
1. 1421, Ali Salam, MAE, Male,4.02
2. 3857, Cheng Yu, CCDS, Male,4.2
3. 1870, Anushka Reddy, EEE, Female,4.52
4. 5154, Ava Miller, MSE, Female,4.09
5. 2982, Brenda Yip, SoH, Female,3.88
,,,,
Team 412,,,,
--------------------------------------------------,,,,
1. 1400, Chloe Young, SSS, Female,4.03
2. 3679, Grace King, EEE, Female,4.03
3. 587, Colton Zhao, CCDS, Male,4.01
4. 5333, Dallas Liu, CCEB, Male,4.03
5. 376, Dante Hughes, ADM, Male,4.2
,,,,
Team 413,,,,
--------------------------------------------------,,,,
1. 1011, Dinesh Patil, SPMS, Male,4.11
2. 5270, Darren Lee, MSE, Male,3.93
3. 1588, Haruki Fujii, EEE, Male,4.18
4. 4117, Hina Ahmad, CCDS, Female,4.17
5. 1758, Laila Khan, SSS, Female,4.03
,,,,
Team 414,,,,
--------------------------------------------------,,,,
1. 1640, Gavin White, MSE, Male,4.06
2. 4050, Heng Yi Lim, CCDS, Male,4.2
3. 1476, Holly Morales, EEE, Female,4.19
4. 2626, Ian Alonzo, SSS, Male,4.52
5. 1691, Ling Hua, CCEB, Female,3.89
,,,,
Team 415,,,,
--------------------------------------------------,,,,
1. 1925, Ivy Lim, EEE, Female,4.03
2. 782, Lola Lin, LKCMedicine, Female,4.23
3. 2482, Jacob Young, CCDS, Male,3.95
4. 1016, James Martinez, CoE, Male,4.22
5. 2005, Jin-Ho Park, CoB (NBS), Male,4.2
,,,,
Team 416,,,,
--------------------------------------------------,,,,
1. 3482, Kiran Sethi, SoH, Male,4.11
2. 4418, Kevin Patel, CCDS, Male,3.9
3. 5172, Jasmine Putri, EEE, Female,4.3
4. 4204, Koa Wu, ADM, Male,4.07
5. 3131, Mackenzie Dela Cruz, SSS, Female,3.93
,,,,
Team 417,,,,
--------------------------------------------------,,,,
1. 963, Luca Walker, CCDS, Male,4.02
2. 2237, Obi Prabowo, CoE, Male,4
3. 5180, Lina Agustina, EEE, Female,3.85
4. 5053, Mai Ngo, SBS, Female,4.01
5. 2808, Nina Morales, CCEB, Female,4.15
,,,,
Team 418,,,,
--------------------------------------------------,,,,
1. 5438, Mikayla Lin, CCDS, Female,4.15
2. 3936, Nisha Reddy, SPMS, Female,4.12
3. 2836, Rina Iyer, NIE, Female,4.08
4. 4785, Ryan Yang, CoB (NBS), Male,4.09
5. 5316, Suresh Iyer, MAE, Male,3.88
,,,,
Team 419,,,,
--------------------------------------------------,,,,
1. 1745, Nai Li, CCDS, Male,4.19
2. 5592, Tristan King, SPMS, Male,4.19
3. 5739, Riya Patil, EEE, Female,4.14
4. 4306, Sienna Martinez, SoH, Female,4.01
5. 1606, Sonali Singh, SSS, Female,4.27
,,,,
Team 420,,,,
--------------------------------------------------,,,,
1. 3639, Sonia Mehta, CCDS, Female,4
2. 282, Tanvi Desai, MSE, Female,4.04
3. 4884, Sanya Sharma, EEE, Female,3.88
4. 3641, Victor Parker, MAE, Male,4.02
5. 1312, Sophia Brown, CoB (NBS), Female,4.52
,,,,
Group G-43:,,,,
==================================================,,,,
,,,,
Team 421,,,,
--------------------------------------------------,,,,
1. 1981, Ada Tan, CoB (NBS), Female,4.2
2. 105, Aditi Singh, MSE, Female,4.11
3. 5114, Amber Tan, NIE, Female,4.04
4. 1737, Asim Hussain, SBS, Male,4.17
5. 4593, Ben Wong, CoE, Male,4.09
,,,,
Team 422,,,,
--------------------------------------------------,,,,
1. 1724, Ava Brown, MAE, Female,4.14
2. 5978, Da Huang, MSE, Female,4.15
3. 5784, Chandra Menon, SoH, Male,3.89
4. 933, Danish Malik, CEE, Male,4.02
5. 2936, David Wright, CCDS, Male,4.22
,,,,
Team 423,,,,
--------------------------------------------------,,,,
1. 5374, Deepak Kumar, CoE, Male,4.22
2. 3244, Evan Lewis, CCEB, Male,4.09
3. 2835, Gita Menon, NIE, Female,4.12
4. 5476, Grace Campbell, CCDS, Female,4.1
5. 573, Hao Zhi Lim, SoH, Male,4
,,,,
Team 424,,,,
--------------------------------------------------,,,,
1. 5518, Gavin Ramirez, CCEB, Male,4.09
2. 4223, Hugo Cruz, CCDS, Male,4.14
3. 3385, Hui Mei, SSS, Female,4.2
4. 3358, Isaac Green, ASE, Male,3.9
5. 4138, Kanghao, CoB (NBS), Female,4.25
,,,,
Team 425,,,,
--------------------------------------------------,,,,
1. 5157, Isaiah Huang, CoE, Male,4.11
2. 3833, Jackson Yip, LKCMedicine, Male,4.02
3. 2106, Jaxon Martin, CoB (NBS), Male,4.06
4. 3461, Kayla Rivera, MSE, Female,4.11
5. 5366, Kendra Zhao, EEE, Female,4.03
,,,,
Team 426,,,,
--------------------------------------------------,,,,
1. 5780, Jin Xiu, SPMS, Male,4.03
2. 2960, Kade Young, SoH, Male,3.92
3. 5969, Ke Wang, CoE, Male,4.08
4. 2930, Khadija Waseem, EEE, Female,4.03
5. 5990, Kiran Tan, CEE, Female,4.05
,,,,
Team 427,,,,
--------------------------------------------------,,,,
1. 903, Kiran Gupta, SPMS, Male,4.01
2. 3173, Koh Wei, CCEB, Male,4
3. 1961, Lana Wong, CCDS, Female,4.06
4. 5812, Min Zhu, EEE, Female,4.1
5. 4838, Nadeem Khan, CEE, Male,4.14
,,,,
Team 428,,,,
--------------------------------------------------,,,,
1. 1278, Liam Patel, CCDS, Male,4.03
2. 3110, Nugroho Setyawan, MAE, Male,4.2
3. 3095, Pooja Bansal, CoB (NBS), Female,4.09
4. 2170, Rina Sharma, EEE, Female,4.02
5. 4416, Sara Li, SPMS, Female,4.11
,,,,
Team 429,,,,
--------------------------------------------------,,,,
1. 1764, Ruiqi, MAE, Female,4
2. 4824, Sophie Ong, CoB (NBS), Female,4.02
3. 767, Taro Watanabe, WKW SCI, Male,4.02
4. 4271, Vincent King, ADM, Male,4.18
5. 1217, Xia Yu, CCDS, Female,4.1
,,,,
Team 430,,,,
--------------------------------------------------,,,,
1. 5011, Shiv Kumar, MAE, Male,4.03
2. 3403, Takumi Nakamura, CoB (NBS), Male,4.08
3. 2252, Yasmin Rahmadani, ADM, Female,4.15
4. 667, Zara Latif, CCDS, Female,4.06
5. 133, Zhi Qi Tan, CCDS, Male,4.05
,,,,
Group G-44:,,,,
==================================================,,,,
,,,,
Team 431,,,,
--------------------------------------------------,,,,
1. 4651, Aiko Fujimoto, CoB (NBS), Female,4.1
2. 1337, Alina Iqbal, MAE, Female,4
3. 546, An Pham, SPMS, Female,4.12
4. 3789, Asher Wu, EEE, Male,3.92
5. 1816, Dorian Morales, CCDS, Male,4.15
,,,,
Team 432,,,,
--------------------------------------------------,,,,
1. 5304, Anika Mehta, CCDS, Female,4.19
2. 5472, Aria Smith, CCEB, Female,4.12
3. 391, Ava Kim, SBS, Female,4.2
4. 4038, Chen Xiang, EEE, Male,4.2
5. 4541, Christian Peterson, MAE, Male,4.14
,,,,
Team 433,,,,
--------------------------------------------------,,,,
1. 5513, Elena Wong, EEE, Female,4.12
2. 3824, Eli, MAE, Female,3.9
3. 306, Elijah Wilson, CoE, Male,4.23
4. 4634, Evelyn Lim, CoB (NBS), Female,4.12
5. 1802, Gabriel Diaz, SoH, Male,4.12
,,,,
Team 434,,,,
--------------------------------------------------,,,,
1. 1236, Isaac Koh, SoH, Male,4.15
2. 4846, Isaiah Cooper, CCEB, Male,4.02
3. 2520, Aditi Joshi, MAE, Female,4.52
4. 702, Jin Xiu, SBS, Female,4.11
5. 1401, Kiran Lee, EEE, Female,3.95
,,,,
Team 435,,,,
--------------------------------------------------,,,,
1. 30, Leo Wilson, MAE, Male,4.19
2. 3315, Ling Feng, CoE, Male,4.04
3. 2477, Lillian Kelly, CoB (NBS), Female,4.15
4. 2157, Mahesh Babu, EEE, Male,4.19
5. 2036, Sadaf Iqbal, SBS, Female,4.05
,,,,
Team 436,,,,
--------------------------------------------------,,,,
1. 3745, Matthew Wu, EEE, Male,4.01
2. 2525, Ming Zhao, MAE, Male,4.15
3. 2707, Nguyen Quoc Duy, SoH, Male,4.18
4. 944, Nora Baker, CoB (NBS), Female,3.95
5. 4372, Una Ningsih, ADM, Female,4.05
,,,,
Team 437,,,,
--------------------------------------------------,,,,
1. 3312, Milo Zhao, EEE, Male,4.2
2. 1548, Quincy Ong, SSS, Male,3.92
3. 1355, Rafael Mendoza, CoB (NBS), Male,4.15
4. 1201, Valeria Ivanova, CoE, Female,4.19
5. 140, Willa Howard, CCDS, Female,4.19
,,,,
Team 438,,,,
--------------------------------------------------,,,,
1. 4254, Oliver Lopez, EEE, Male,4.04
2. 3801, Rehan Khan, ASE, Male,4.08
3. 3040, Rinawati Rahim, CCDS, Male,4.02
4. 2247, Xia Li, SoH, Female,4.22
5. 1539, Xue Liu, WKW SCI, Female,4.08
,,,,
Team 439,,,,
--------------------------------------------------,,,,
1. 3860, Patricia Lim, EEE, Female,4.09
2. 5818, Zara Yang, CCDS, Female,4.12
3. 2923, Sanjay Verma, ADM, Male,4
4. 503, Tae-Woo Lee, CoB (NBS), Male,4.16
5. 1894, Taojie, MAE, Male,4.05
,,,,
Team 440,,,,
--------------------------------------------------,,,,
1. 5422, Suresh Kumar, ADM, Male,4.1
2. 5715, Wyatt Campbell, SPMS, Male,4.12
3. 5709, Zeenat Awan, SBS, Female,3.93
4. 1166, Zhihao Wang, LKCMedicine, Male,4.12
5. 4872, Zoe Adams, SBS, Female,4.14
,,,,
Group G-45:,,,,
==================================================,,,,
,,,,
Team 441,,,,
--------------------------------------------------,,,,
1. 2843, Abby Cooper, CoB (NBS), Female,4.18
2. 908, Aliya Khan, EEE, Female,4.02
3. 5142, Ahmad Hassan, CCDS, Male,4.11
4. 2661, Aiden Tan, CEE, Male,4.12
5. 4659, Anu Rao, MAE, Female,4.12
,,,,
Team 442,,,,
--------------------------------------------------,,,,
1. 64, Ava Carter, CCEB, Female,3.97
2. 1376, Alina Shah, CoB (NBS), Female,3.88
3. 5954, Beatrice Kwan, CCDS, Female,4.02
4. 2995, Charlie Wong, LKCMedicine, Male,4.05
5. 948, Elliot Lim, SSS, Male,3.89
,,,,
Team 443,,,,
--------------------------------------------------,,,,
1. 1746, Ava Harris, CoB (NBS), Female,4.03
2. 2084, Bingqi, CCDS, Female,4.2
3. 599, Cahya Sari, MAE, Female,4.25
4. 2136, Erik Yudhi, SPMS, Male,4.05
5. 1699, Jesse Mendoza, ASE, Male,4.11
,,,,
Team 444,,,,
--------------------------------------------------,,,,
1. 5701, Charlotte Moore, ASE, Female,4.06
2. 2193, Charlotte Perez, SSS, Female,4.19
3. 1153, Coco Tan, CoB (NBS), Female,4.14
4. 4727, Kartik Subramanian, CCEB, Male,3.95
5. 5942, Lincoln Yang, SBS, Male,4.19
,,,,
Team 445,,,,
--------------------------------------------------,,,,
1. 4178, Fikri Bin Ali, CoB (NBS), Male,4.15
2. 1352, Sidharth Malhotra, SPMS, Male,4
3. 5516, Gianna Kim, CCEB, Female,4.26
4. 674, Leah Liu, MAE, Female,4.03
5. 2747, Mara Dela Cruz, CCDS, Female,4.05
,,,,
Team 446,,,,
--------------------------------------------------,,,,
1. 3620, Hana Nishida, CCEB, Female,4.12
2. 2684, Isabella Tan, SPMS, Female,4.05
3. 4745, Kang Wei Lim, CoB (NBS), Male,4.15
4. 3496, Maya Lim, EEE, Female,4.03
5. 3817, Theo Campbell, MAE, Male,4.12
,,,,
Team 447,,,,
--------------------------------------------------,,,,
1. 566, Kou Suzuki, CoB (NBS), Male,4.1
2. 4987, Tuan Le, SPMS, Male,4.01
3. 4071, Molly Pineda, SSS, Female,3.9
4. 1096, Neha Bhatia, SoH, Female,3.89
5. 4328, Nguyen Thi Kim, EEE, Female,3.88
,,,,
Team 448,,,,
--------------------------------------------------,,,,
1. 421, Lacey Tsai, CoB (NBS), Female,4.09
2. 4878, Nurul Huda, CCDS, Female,4.2
3. 1458, Rachael Tan, SSS, Female,3.7
4. 2438, Ulysses Mitchell, WKW SCI, Male,4.06
5. 1051, Vince Wong, NIE, Male,4.07
,,,,
Team 449,,,,
--------------------------------------------------,,,,
1. 950, Luka Brown, CoB (NBS), Male,4.12
2. 2262, Wei Zhang, CCEB, Male,4.03
3. 4609, Saanvi Rao, SBS, Female,4.12
4. 4389, Sarah Taylor, LKCMedicine, Female,4.15
5. 1766, Tu Le, EEE, Female,4.03
,,,,
Team 450,,,,
--------------------------------------------------,,,,
1. 5215, Winston Santos, CCDS, Male,4.02
2. 4956, Rahul Khanna, CoB (NBS), Male,3.88
3. 1257, Winston Wong, SBS, Male,4.19
4. 4168, Kavita Gupta, CoB (NBS), Female,4.22
5. 5837, Yun Cheng, EEE, Male,4.04
,,,,
Group G-46:,,,,
==================================================,,,,
,,,,
Team 451,,,,
--------------------------------------------------,,,,
1. 4371, Ashley Thompson, EEE, Female,3.91
2. 3663, Cora Tsai, ADM, Female,3.96
3. 3092, Beckett Lee, CCEB, Male,4.09
4. 5543, Dahlia Li, SBS, Female,4.15
5. 4636, Daniel Hall, CoB (NBS), Male,4.01
,,,,
Team 452,,,,
--------------------------------------------------,,,,
1. 160, Dante Huang, NIE, Male,4.09
2. 3250, Dmitry Grigoriev, EEE, Male,4.06
3. 5437, Dina Binti Azhar, SBS, Female,4.1
4. 243, Elijah Scott, MAE, Male,4.11
5. 3279, Elizaveta Semyonova, CoB (NBS), Female,3.9
,,,,
Team 453,,,,
--------------------------------------------------,,,,
1. 442, Fiona Lim, SPMS, Female,4.1
2. 4982, Ella Davis, CCDS, Female,3.89
3. 5811, Isabella Wright, CoB (NBS), Female,3.9
4. 3640, James Griffin, SoH, Male,4.06
5. 307, Josh Tan, SSS, Male,3.9
,,,,
Team 454,,,,
--------------------------------------------------,,,,
1. 994, Haruna Ito, CCDS, Female,4.14
2. 5336, Isha Rao, SSS, Female,4.12
3. 1868, Harrison Chen, SPMS, Male,3.88
4. 3564, Kiran Sharma, CEE, Male,4.22
5. 2617, Kwan-Jin Park, CoE, Male,4.12
,,,,
Team 455,,,,
--------------------------------------------------,,,,
1. 4702, Leonard Wong, CCDS, Male,4.2
2. 3421, Lianhua, CoB (NBS), Male,3.9
3. 825, Leah Wong, CEE, Female,3.86
4. 3911, Lila Hayes, ADM, Female,4.06
5. 1549, Mabel Tsai, SBS, Female,4.02
,,,,
Team 456,,,,
--------------------------------------------------,,,,
1. 4151, Madiha Bukhari, CCEB, Female,4.14
2. 2421, Pallavi Jain, MSE, Female,3.85
3. 1597, Minghao, EEE, Male,4.02
4. 3969, Nash Lee, CEE, Male,4.02
5. 5735, Nadia Binti Zain, LKCMedicine, Male,4.97
,,,,
Team 457,,,,
--------------------------------------------------,,,,
1. 5975, Nikita Alexeyev, CoB (NBS), Male,4.17
2. 2174, Owais Javed, CCDS, Male,4.05
3. 1518, Penny Yip, MAE, Female,4.09
4. 5963, Rachael Chang, SBS, Female,4.14
5. 1283, Sakshi Gupta, SSS, Female,3.87
,,,,
Team 458,,,,
--------------------------------------------------,,,,
1. 1080, Rania Sulaiman, CCDS, Female,4.12
2. 1297, Sabrina Chen, MAE, Female,4.03
3. 4409, Rakesh Nair, SBS, Male,3.9
4. 3850, Shila Binti Zain, CoB (NBS), Female,4
5. 3323, Tian Li, ADM, Male,4.03
,,,,
Team 459,,,,
--------------------------------------------------,,,,
1. 4683, Shunwei, CCEB, Female,3.95
2. 3199, Shreya Choudhury, EEE, Female,4.27
3. 4228, Quincy Turner, MAE, Male,4.21
4. 351, Sophie Johnson, CoB (NBS), Female,4.01
5. 1594, Wenyi, CEE, Male,4
,,,,
Team 460,,,,
--------------------------------------------------,,,,
1. 2290, Wyatt Ward, NIE, Male,4.07
2. 834, Wyatt Johnson, CCEB, Male,3.85
3. 4162, Yong Wei Tan, WKW SCI, Male,4.05
4. 4529, Zane Huang, SoH, Male,4.14
5. 5087, Zeeshan Muneeb, CoB (NBS), Male,4.2
,,,,
Group G-47:,,,,
==================================================,,,,
,,,,
Team 461,,,,
--------------------------------------------------,,,,
1. 2543, Chloe Ward, CCEB, Female,4.02
2. 2893, Eleanor Morales, CoB (NBS), Female,4.03
3. 5359, Chris Young, CCDS, Male,3.91
4. 2100, David Wright, CoE, Male,4.22
5. 2357, Emily Powell, SSS, Female,3.85
,,,,
Team 462,,,,
--------------------------------------------------,,,,
1. 4804, Ethan Hall, CCEB, Male,4.03
2. 91, Exiang, SSS, Male,4.17
3. 896, Fenny Widianti, EEE, Female,4.2
4. 5267, Finn Liu, CoE, Male,4.15
5. 713, Gina Permata, SoH, Female,4.15
,,,,
Team 463,,,,
--------------------------------------------------,,,,
1. 5246, Jae Min Lim, CEE, Male,4.15
2. 5872, James Lewis, CoE, Male,3.95
3. 1504, Jett Liu, EEE, Male,4.19
4. 5646, Leila Rahman, SSS, Female,4.01
5. 4524, Lily Gonzalez, CoB (NBS), Female,3.92
,,,,
Team 464,,,,
--------------------------------------------------,,,,
1. 5005, Julian Bennett, SoH, Male,4.11
2. 4442, Kamal Nair, ASE, Male,4.06
3. 770, Kiran Yadav, CoB (NBS), Male,3.91
4. 2592, Lily Rivera, SSS, Female,4.13
5. 4900, Maddox Hughes, CCDS, Female,4.08
,,,,
Team 465,,,,
--------------------------------------------------,,,,
1. 5184, Kishore Iyer, MAE, Male,4.15
2. 3082, Nazim Bin Ali, SPMS, Male,4.15
3. 2487, Madison Baker, EEE, Female,4.22
4. 5594, Naina Bhatia, CoE, Female,4.02
5. 3724, Nguyen Van Khoa, CCDS, Male,4.01
,,,,
Team 466,,,,
--------------------------------------------------,,,,
1. 4523, Madiha Khan, MAE, Female,4.14
2. 2467, Nora Turner, SPMS, Female,4.03
3. 3601, Noel Wu, NIE, Male,4.05
4. 914, Priti Yeo, WKW SCI, Female,3.93
5. 4831, Subhash Yadav, CCEB, Male,4.05
,,,,
Team 467,,,,
--------------------------------------------------,,,,
1. 2118, Oscar Harris, SPMS, Male,3.95
2. 2227, Parker Cruz, MAE, Male,4.1
3. 528, Rani Malik, SBS, Female,4.11
4. 4413, Sakura Tanaka, CCEB, Female,4.2
5. 1681, Samuel White, WKW SCI, Male,3.91
,,,,
Team 468,,,,
--------------------------------------------------,,,,
1. 1399, Rajiv Singh, MAE, Male,4.14
2. 810, Tarun Khanna, EEE, Male,4.02
3. 5903, Scarlett Coleman, ADM, Female,4.1
4. 5156, Sophia Wilson, CCDS, Female,3.9
5. 5057, Violet Simpson, SSS, Female,4.01
,,,,
Team 469,,,,
--------------------------------------------------,,,,
1. 3286, Si Min Tan, ADM, Female,4
2. 2274, Sienna Allen, MAE, Female,4.22
3. 4985, Sienna Morales, EEE, Female,4
4. 1687, Yoshio Suzuki, CoB (NBS), Male,3.88
5. 3866, Zeke Villanueva, CCDS, Male,3.86
,,,,
Team 470,,,,
--------------------------------------------------,,,,
1. 1275, Tanner Mendoza, MAE, Male,4.1
2. 5460, Vivian Chen, CCDS, Female,4.12
3. 517, Willa Reed, SBS, Female,4.1
4. 2476, Zainab Ali, ASE, Female,4.03
5. 3773, Zeenat Malik, CoE, Female,4.18
,,,,
Group G-48:,,,,
==================================================,,,,
,,,,
Team 471,,,,
--------------------------------------------------,,,,
1. 98, Aisha Chen, CCEB, Female,4.08
2. 5613, Aldina Putri, SoH, Female,4
3. 3549, Alya Dwi, EEE, Female,4.1
4. 1195, Asher Liu, MSE, Male,4.22
5. 3419, Caleb White, CoB (NBS), Male,4.16
,,,,
Team 472,,,,
--------------------------------------------------,,,,
1. 5738, Amber Lee, MAE, Female,4.14
2. 2371, Ava Lim, NIE, Female,4.2
3. 3422, Dante Lee, ADM, Male,4.08
4. 1842, Destiny Li, CoB (NBS), Female,4.19
5. 5674, Gavin Thompson, EEE, Male,3.9
,,,,
Team 473,,,,
--------------------------------------------------,,,,
1. 3126, Emma Rodriguez, CCEB, Female,4.15
2. 5930, Hannah King, SSS, Female,4.14
3. 4273, Callum Williams, NIE, Male,3.87
4. 4470, Greg Tsang, EEE, Male,4.02
5. 1064, Guntur Wibowo, CCDS, Male,4.2
,,,,
Team 474,,,,
--------------------------------------------------,,,,
1. 5977, Emma Zhang, CCEB, Female,4.1
2. 42, Harper Garcia, CoB (NBS), Female,4.05
3. 4990, Harrison Moore, MAE, Male,4.15
4. 5373, Huifen, EEE, Male,4.2
5. 2116, James Wong, CCDS, Male,4.1
,,,,
Team 475,,,,
--------------------------------------------------,,,,
1. 777, Freya Brown, CCEB, Female,4.11
2. 501, Jasmine Chan, SSS, Female,4
3. 3103, Isaac Clark, EEE, Male,4.07
4. 774, Kade Young, CEE, Male,4.05
5. 324, Khadija Ali, CoB (NBS), Female,4.01
,,,,
Team 476,,,,
--------------------------------------------------,,,,
1. 2757, Liam Young, MAE, Male,4.11
2. 2645, Logan Scott, CoB (NBS), Male,4.22
3. 4539, Maya Lee, CCEB, Female,4.09
4. 5937, Mei Zhen Goh, LKCMedicine, Female,4
5. 1372, Naila Zainal, SBS, Female,3.9
,,,,
Team 477,,,,
--------------------------------------------------,,,,
1. 5287, Nadia Tan, CoB (NBS), Female,4.25
2. 1193, Neha Kumar, MAE, Female,4.02
3. 2323, Oscar Cheung, CEE, Male,4.11
4. 3019, Qomariyah Ningsih, MSE, Female,4.3
5. 1776, Quinn Adams, ASE, Male,4.14
,,,,
Team 478,,,,
--------------------------------------------------,,,,
1. 4644, Naresh Yadav, CoB (NBS), Male,4.12
2. 1157, Li Xuan Tan, MAE, Male,4.3
3. 2287, Soo-Hyun Kim, CCEB, Female,4.13
4. 1378, Timothy Tan, SBS, Male,3.95
5. 3920, Wren Flores, CCDS, Female,4.12
,,,,
Team 479,,,,
--------------------------------------------------,,,,
1. 1432, Nitin Mehta, CoB (NBS), Male,4.14
2. 532, Siddharth Gupta, MAE, Male,4.22
3. 3602, Victor Wong, LKCMedicine, Male,4.04
4. 5351, Aira Binti, CCEB, Female,4.79
5. 4102, Veda Chen, CoB (NBS), Female,3.96
,,,,
Team 480,,,,
--------------------------------------------------,,,,
1. 1850, Wyatt Tan, MAE, Male,4.18
2. 1598, Yin Wei, CCDS, Male,4.18
3. 5035, Yara Ali, CoB (NBS), Female,4.04
4. 3117, Zeus Yang, ADM, Male,4.15
5. 5542, Zayden Scott, CCDS, Male,4.03
,,,,
Group G-49:,,,,
==================================================,,,,
,,,,
Team 481,,,,
--------------------------------------------------,,,,
1. 3142, Aida Binti Omar, MAE, Female,4.05
2. 4767, Bella Lin, EEE, Female,4.03
3. 4068, Arif Waseem, CCDS, Male,4.08
4. 545, Arvind Sharma, CEE, Male,4.03
5. 1815, David Simmons, ADM, Male,4.3
,,,,
Team 482,,,,
--------------------------------------------------,,,,
1. 1190, Bella Wright, EEE, Female,4.2
2. 4382, Elaine Lim, CCDS, Female,4.08
3. 2546, Ilya Petrovich, CoE, Male,4.11
